timestamp,outputRate,totalSent,elapsedMs
1781913511404,49603.17,250000,5040
1781913516408,49780.96,500000,10044
1781913521411,49843.82,750000,15047
1781913526413,49877.80,1000000,20049
1781913531416,49896.22,1250000,25052
1781913536418,49910.16,1500000,30054
1781913541420,49920.13,1750000,35056
1781913546422,49927.60,2000000,40058
1781913551424,49933.42,2250000,45060
1781913556426,49938.08,2500000,50062
1781913561428,49941.89,2750000,55064
1781913566430,49945.06,3000000,60066
1781913571431,49948.51,3250000,65067
1781913576433,49950.76,3500000,70069
1781913581435,49952.71,3750000,75071
1781913586437,49954.42,4000000,80073
1781913591438,49956.51,4250000,85074
1781913596440,49957.81,4500000,90076
1781913601441,49959.51,4750000,95077
1781913606443,49960.53,5000000,100079
1781913611445,49961.46,5250000,105081
1781913616446,49962.76,5500000,110082
1781913621448,49963.50,5750000,115084
1781913626449,49964.61,6000000,120085
1781913631451,55961.05,7000000,125087
1781913636452,61496.83,8000000,130088
1781913641454,66622.25,9000000,135090
1781913646456,71381.66,10000000,140092
1781913651457,75813.44,11000000,145093
1781913656459,79949.37,12000000,150095
1781913661460,83819.05,13000000,155096
1781913666462,87446.44,14000000,160098
1781913671464,90854.03,15000000,165100
1781913676466,89652.09,15250000,170102
1781913681468,88518.82,15500000,175104
1781913686470,87448.50,15750000,180106
1781913691472,86436.03,16000000,185108
1781913696473,85477.28,16250000,190109
1781913701475,84567.25,16500000,195111
1781913706476,83703.13,16750000,200112
1781913711478,82880.74,17000000,205114
1781913716479,82097.90,17250000,210115
1781913721481,81351.08,17500000,215117
1781913726482,80638.57,17750000,220118
1781913731484,79957.36,18000000,225120
1781913736485,82565.26,19000000,230121
1781913741487,85061.86,20000000,235123
1781913746489,87454.45,21000000,240125
1781913751490,89749.76,22000000,245126
1781913756491,91953.29,23000000,250127
1781913761493,93481.73,23849900,255129
1781913761958,93311.66,23849900,255594
