timestamp,jobId,taskId,idleTimeNs,kafkaQueueTimeNs,kafkaQueueTimeAvgNs,kafkaQueueTimeMaxNs,kafkaQueueSamples,inputRate,recordsRead
1784155628678,unknown,Stage0-3-0,146022897418,0,-1,0,0,0.17,25
1784155628681,unknown,Stage0-2-0,146046940142,0,-1,0,0,0.18,26
1784155628685,unknown,Stage0-0-0,146048753711,0,-1,0,0,0.18,26
1784155628685,unknown,Stage0-1-0,146006620276,0,-1,0,0,0.18,27
1784155634247,unknown,Stage0-0-0,4965916396,0,52333333,160000000,30,5393.74,30026
1784155634247,unknown,Stage0-2-0,4980266050,0,51033333,167000000,30,5389.87,30026
1784155634247,unknown,Stage0-3-0,4982386874,0,51500000,159000000,30,5386.96,30025
1784155634247,unknown,Stage0-1-0,4978496065,0,51733333,163000000,30,5393.74,30027
1784155639248,unknown,Stage0-2-0,4733145161,0,28480000,42000000,25,4998.60,55024
1784155639248,unknown,Stage0-1-0,4726422244,0,28680000,43000000,25,4999.40,55029
1784155639248,unknown,Stage0-0-0,4730155799,0,28680000,47000000,25,4999.40,55028
1784155639248,unknown,Stage0-3-0,4735886489,0,26960000,42000000,25,4998.60,55023
1784155644248,unknown,Stage0-1-0,4731544982,0,26640000,43000000,25,4999.60,80027
1784155644248,unknown,Stage0-0-0,4730309847,0,29400000,51000000,25,4999.80,80027
1784155644248,unknown,Stage0-3-0,4733368400,0,28240000,42000000,25,5000.60,80026
1784155644248,unknown,Stage0-2-0,4732226652,0,27480000,44000000,25,5000.60,80027
1784155649248,unknown,Stage0-3-0,4748160372,0,26480000,38000000,25,4999.40,105023
1784155649248,unknown,Stage0-0-0,4764514279,0,23320000,36000000,25,5000.20,105028
1784155649249,unknown,Stage0-1-0,4735580965,0,26720000,39000000,25,4999.40,105029
1784155649249,unknown,Stage0-2-0,4741518104,0,26720000,44000000,25,4998.40,105024
1784155654249,unknown,Stage0-0-0,4767286751,0,26920000,42000000,25,4998.60,130026
1784155654249,unknown,Stage0-2-0,4757834125,0,28600000,43000000,25,5000.40,130026
1784155654249,unknown,Stage0-3-0,4764012330,0,28200000,44000000,25,4999.40,130025
1784155654249,unknown,Stage0-1-0,4736406630,0,33200000,60000000,25,4999.60,130027
1784155659249,unknown,Stage0-2-0,4820323802,0,21320000,31000000,25,4999.60,155024
1784155659250,unknown,Stage0-3-0,4824084968,0,20440000,30000000,25,4998.60,155023
1784155659250,unknown,Stage0-1-0,4816146111,0,20880000,28000000,25,4999.40,155029
1784155659250,unknown,Stage0-0-0,4822023089,0,20440000,29000000,25,4999.40,155028
1784155664250,unknown,Stage0-0-0,4819600170,0,21240000,30000000,25,4999.60,180026
1784155664250,unknown,Stage0-1-0,4819192094,0,21600000,29000000,25,4999.60,180027
1784155664250,unknown,Stage0-2-0,4817807491,0,21440000,30000000,25,4999.40,180026
1784155664250,unknown,Stage0-3-0,4815071083,0,21080000,29000000,25,5000.40,180025
1784155669250,unknown,Stage0-2-0,4811809426,0,21560000,32000000,25,4999.60,205024
1784155669250,unknown,Stage0-0-0,4809319689,0,23720000,41000000,25,5000.40,205028
1784155669251,unknown,Stage0-1-0,4809431427,0,22920000,42000000,25,4999.40,205029
1784155669251,unknown,Stage0-3-0,4815702290,0,21200000,31000000,25,4998.60,205023
1784155674250,unknown,Stage0-2-0,4808198123,0,23040000,34000000,25,5002.40,230036
1784155674250,unknown,Stage0-0-0,4818336585,0,21720000,32000000,25,5001.60,230036
1784155674251,unknown,Stage0-3-0,4811019614,0,22680000,33000000,25,5019.20,230119
1784155674251,unknown,Stage0-1-0,4808324778,0,23360000,35000000,25,5012.80,230093
1784155679250,unknown,Stage0-2-0,4804726224,0,22640000,33000000,25,5006.40,255068
1784155679250,unknown,Stage0-0-0,4807598366,0,22680000,34000000,25,4998.60,255029
1784155679251,unknown,Stage0-1-0,4803367866,0,23160000,35000000,25,5008.80,255137
1784155679251,unknown,Stage0-3-0,4809659138,0,23040000,34000000,25,5001.00,255124
1784155684250,unknown,Stage0-2-0,4799324730,0,22600000,33000000,25,4991.60,280026
1784155684251,unknown,Stage0-1-0,4794031350,0,22400000,33000000,25,4978.20,280028
1784155684251,unknown,Stage0-0-0,4805273888,0,22400000,33000000,25,4998.40,280026
1784155684251,unknown,Stage0-3-0,4794371214,0,23280000,35000000,25,4980.20,280025
1784155689250,unknown,Stage0-2-0,4799347063,0,21840000,33000000,25,5004.00,305046
1784155689251,unknown,Stage0-3-0,4795827591,0,22040000,34000000,25,5017.80,305114
