timestamp,inputOffset,resultOffset,sourceCount,inputLag,resultLag,kafkaQueueTimeP50,kafkaQueueTimeP95,kafkaQueueTimeP99,latencyMedian,latencyP95,latencyP99,latencyTail,avgCpu,avgInput,avgProcess,queueSize,numExecutors,numLambdaExecutors,registeredVmWorkers,activeVmWorkers,vmWorkerRunningTasks,consumerCommittedOffset,consumerLogEndOffset,consumerLag,kafkaQueueTimeUnweightedMeanMs,kafkaQueueTimeWeightedMeanMs,kafkaQueueTimeTotalSamples,kafkaQueueTimeValidTasks,kafkaQueueTimeValidIntervals,kafkaQueueTimeLatestTimestamp
1786657972650,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0.000179,0.0,-1.0,-1,4,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
1786657988889,912752,-1,825000,87752,-1,69.3267833846154,90.73356585714285,90.73356585714285,-1,-1,-1,-1,0.017241,96228.0,100000.0,-1,4,-1,-1,-1,-1,725000,1225000,500000,52.58524550412088,74.22565999396225,1325,8,106,1786657997279
1786658005187,2601614,-1,2525000,76614,-1,66.6837631875,72.0888809375,72.0888809375,-1,-1,-1,-1,0.017179,103211.0,100000.0,-1,4,-1,-1,-1,-1,2725000,2825000,100000,45.980298703125,66.83291575219025,1598,8,128,1786658013283
1786658021496,4212752,-1,4125000,87752,-1,65.94043017647058,70.3952468235294,70.3952468235294,-1,-1,-1,-1,0.017089,103552.0,100000.0,-1,4,-1,-1,-1,-1,4225000,4425000,200000,45.203355401194855,66.13261609378733,1674,8,134,1786658030249
1786658037703,5812752,-1,5725000,87752,-1,68.6728935,76.1706289375,76.1706289375,-1,-1,-1,-1,0.013438,97767.0,100000.0,-1,4,-1,-1,-1,-1,5725000,6025000,300000,47.68081785615809,68.4685956385468,1624,8,130,1786658046304
1786658053862,7412752,-1,7325000,87752,-1,68.0708781875,73.73573325,73.73573325,-1,-1,-1,-1,0.011759,98766.0,100000.0,-1,4,-1,-1,-1,-1,7225000,7642824,417824,46.3119053671875,67.70687462000001,1600,8,128,1786658062316
1786658070239,9106628,-1,9025000,81628,-1,68.77120594117648,72.76715647058823,72.76715647058823,-1,-1,-1,-1,0.011768,98752.0,100000.0,-1,4,-1,-1,-1,-1,9225000,9325000,100000,46.52011383088236,67.75882316882353,1700,8,136,1786658079327
1786658086784,10712752,-1,10625000,87752,-1,69.7275811875,72.312159875,72.312159875,-1,-1,-1,-1,0.011911,99070.0,100000.0,-1,4,-1,-1,-1,-1,10725000,10930232,205232,46.262482796875,67.86749958875001,1600,8,128,1786658095338
1786658103329,12377619,-1,12325000,52619,-1,58.4603754375,64.124039,64.124039,-1,-1,-1,-1,0.013545,127875.0,125500.0,-1,4,-1,-1,-1,-1,12225000,12662500,437500,40.9007164921875,59.19364470683453,1668,8,128,1786658111347
1786658119804,15907978,-1,15823894,84084,-1,84.60557023529412,93.72537264705883,93.72537264705883,-1,-1,-1,-1,0.027393,519910.0,442598.6,-1,4,-1,-1,-1,-1,16825500,16937095,111595,61.40623576470589,93.35302470747607,4909,8,136,1786658128359
1786658136466,24047379,-1,23730047,317332,-1,121.875904875,143.9649879375,143.9649879375,-1,-1,-1,-1,0.028295,436140.0,496238.8,-1,4,-1,-1,-1,-1,24550000,25583983,1033983,93.11415275,131.3372670797568,8388,8,128,1786658144368
1786658151978,30248170,-1,30042822,205348,-1,87.332346625,95.3170676875,95.3170676875,-1,-1,-1,-1,0.02325,130000.0,179658.4,-1,4,-1,-1,-1,-1,30274250,30705578,431328,63.4771027265625,91.97729999614917,4934,8,128,1786658160379
1786658167737,32322752,-1,32235000,87752,-1,50.0198670625,52.629367125,52.629367125,-1,-1,-1,-1,0.021866,100000.0,100000.0,-1,4,-1,-1,-1,-1,32235000,32536897,301897,34.1083409609375,49.784210107602334,1710,8,128,1786658176388
1786658183713,33922752,-1,33835000,87752,-1,48.408212266666666,52.100845,52.100845,-1,-1,-1,-1,0.022473,100000.0,100000.0,-1,4,-1,-1,-1,-1,33735000,34135000,400000,33.097316396874994,48.38401014941022,1526,8,122,1786658192315
1786658199467,35521221,-1,35435000,86221,-1,51.2615485,54.4617296875,54.4617296875,-1,-1,-1,-1,0.020813,100000.0,100000.0,-1,4,-1,-1,-1,-1,35235000,35735000,500000,34.168561109375,50.2525377284264,1576,8,126,1786658207409
1786658215375,37079210,-1,37035000,44210,-1,44.514945375,51.787816625,51.787816625,-1,-1,-1,-1,0.016446,75000.0,75000.0,-1,4,-1,-1,-1,-1,37235000,37335000,100000,32.5333944859375,46.868320279262086,1572,8,126,1786658223416
1786658231231,37510000,-1,37510000,0,-1,-1,-1,-1,-1,-1,-1,-1,8.9e-05,0.0,0.0,-1,4,-1,-1,-1,-1,37510000,37510000,0,-1,-1,-1,-1,-1,-1
1786658247208,37510000,-1,37510000,0,-1,-1,-1,-1,-1,-1,-1,-1,0.00017,0.0,0.0,-1,4,-1,-1,-1,-1,37510000,37510000,0,-1,-1,-1,-1,-1,-1
1786658263228,37510000,-1,37510000,0,-1,-1,-1,-1,-1,-1,-1,-1,0.000179,0.0,0.0,-1,4,-1,-1,-1,-1,37510000,37510000,0,-1,-1,-1,-1,-1,-1
1786658279723,37510000,-1,37510000,0,-1,-1,-1,-1,-1,-1,-1,-1,0.000179,0.0,0.0,-1,4,-1,-1,-1,-1,37510000,37510000,0,-1,-1,-1,-1,-1,-1
