timestamp,jobId,avgCpu,avgInput,avgProcess,queue,numExecutors,numLambdaExecutors,lastActionWasScaleOut,prevFutureCompleted,registeredVmWorkers,activeVmWorkers,vmWorkerRunningTasks
1786657972650,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.000179,0.0,-1.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786657988889,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.017241,96228.0,100000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658005187,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.017179,103211.0,100000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658021496,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.017089,103552.0,100000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658037703,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.013438,97767.0,100000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658053862,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.011759,98766.0,100000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658070239,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.011768,98752.0,100000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658086784,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.011911,99070.0,100000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658103329,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.013545,127875.0,125500.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658119804,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.027393,519910.0,442598.6,-1,4,-1,unknown,unknown,-1,-1,-1
1786658136466,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.028295,436140.0,496238.8,-1,4,-1,unknown,unknown,-1,-1,-1
1786658151978,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.02325,130000.0,179658.4,-1,4,-1,unknown,unknown,-1,-1,-1
1786658167737,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.021866,100000.0,100000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658183713,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.022473,100000.0,100000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658199467,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.020813,100000.0,100000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658215375,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.016446,75000.0,75000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658231231,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,8.9e-05,0.0,0.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658247208,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.00017,0.0,0.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786658263228,sponge-q6-figure9b-scaled-100k550k-20260813T214837Z,0.000179,0.0,0.0,-1,4,-1,unknown,unknown,-1,-1,-1
