timestamp,jobId,avgCpu,avgInput,avgProcess,queue,numExecutors,numLambdaExecutors,lastActionWasScaleOut,prevFutureCompleted,registeredVmWorkers,activeVmWorkers,vmWorkerRunningTasks
1786658997960,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.000482,0.0,-1.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786659014001,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.020161,118180.0,117626.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786659029788,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.019946,118180.0,116897.8,-1,4,-1,unknown,unknown,-1,-1,-1
1786659045747,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.020205,118180.0,117549.6,-1,4,-1,unknown,unknown,-1,-1,-1
1786659061516,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.014161,118180.0,118063.4,-1,4,-1,unknown,unknown,-1,-1,-1
1786659077499,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.014348,118180.0,117947.6,-1,4,-1,unknown,unknown,-1,-1,-1
1786659093587,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.014473,118180.0,118277.4,-1,4,-1,unknown,unknown,-1,-1,-1
1786659109431,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.014482,118180.0,118063.2,-1,4,-1,unknown,unknown,-1,-1,-1
1786659126304,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.014607,153636.0,128110.8,-1,4,-1,unknown,unknown,-1,-1,-1
1786659142199,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.026518,517636.0,445321.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786659158151,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.029491,614544.0,625492.4,-1,4,-1,unknown,unknown,-1,-1,-1
1786659173967,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.028875,227205.0,270878.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786659190075,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.021205,118180.0,118337.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786659205587,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.021393,118180.0,117198.4,-1,4,-1,unknown,unknown,-1,-1,-1
1786659221527,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.022768,118180.0,117734.2,-1,4,-1,unknown,unknown,-1,-1,-1
1786659237410,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.022714,118180.0,117838.8,-1,4,-1,unknown,unknown,-1,-1,-1
1786659253296,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.020643,0.0,0.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786659269155,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,8e-05,0.0,0.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786659285063,sponge-q6-figure9b-scaled-118k650k-20260813T220549Z,0.000125,0.0,0.0,-1,4,-1,unknown,unknown,-1,-1,-1
