timestamp,outputRate,totalSent,elapsedMs
1782950161178,49593.33,250000,5041
1782950166182,49776.01,500000,10045
1782950171185,49840.51,750000,15048
1782950176187,49875.31,1000000,20050
1782950181190,49894.22,1250000,25053
1782950186192,49908.50,1500000,30055
1782950191194,49918.70,1750000,35057
1782950196195,49927.60,2000000,40058
1782950201197,49933.42,2250000,45060
1782950206199,49938.08,2500000,50062
1782950211201,49941.89,2750000,55064
1782950216203,49945.06,3000000,60066
1782950221204,49948.51,3250000,65067
1782950226206,49950.76,3500000,70069
1782950231207,49953.38,3750000,75070
1782950236210,49954.42,4000000,80073
1782950241211,49956.51,4250000,85074
1782950246213,49957.81,4500000,90076
1782950251214,49959.51,4750000,95077
1782950256216,49960.53,5000000,100079
1782950261217,49961.93,5250000,105080
1782950266219,49962.76,5500000,110082
1782950271221,49963.50,5750000,115084
1782950276222,49964.61,6000000,120085
1782950281224,55961.05,7000000,125087
1782950286225,61496.83,8000000,130088
1782950291227,66622.25,9000000,135090
1782950296228,71382.17,10000000,140091
1782950301230,75813.44,11000000,145093
1782950306232,79949.37,12000000,150095
1782950311233,83819.05,13000000,155096
1782950316235,87446.44,14000000,160098
1782950321236,90854.58,15000000,165099
1782950326238,94061.76,16000000,170101
1782950331240,97085.72,17000000,175103
1782950336241,99942.26,18000000,180104
1782950341243,102643.89,19000000,185106
1782950346244,105203.91,20000000,190107
1782950351246,107632.14,21000000,195109
1782950356247,109939.53,22000000,200110
1782950361248,112134.41,23000000,205111
1782950366250,114224.25,24000000,210113
1782950371251,116217.45,25000000,215114
1782950376253,118119.54,26000000,220116
1782950381254,119937.63,27000000,225117
1782950386255,121676.70,28000000,230118
1782950391257,123341.27,29000000,235120
1782950396258,124937.01,30000000,240121
1782950401259,126467.64,31000000,245122
1782950406260,127937.05,32000000,250123
1782950411262,129348.36,33000000,255125
1782950416263,130705.89,34000000,260126
1782950421264,132012.21,35000000,265127
1782950426266,133269.66,36000000,270129
1782950431267,134481.88,37000000,275130
1782950436268,135650.82,38000000,280131
1782950441270,136778.28,39000000,285133
1782950446272,137866.86,40000000,290135
1782950451273,138919.01,41000000,295136
1782950456275,139935.63,42000000,300138
1782950461276,140919.38,43000000,305139
1782950466277,141871.41,44000000,310140
1782950471278,142793.23,45000000,315141
1782950476280,143685.79,46000000,320143
1782950481281,144551.34,47000000,325144
1782950486282,145390.66,48000000,330145
1782950491284,146204.50,49000000,335147
1782950496285,146994.84,50000000,340148
1782950501287,147761.84,51000000,345150
1782950506288,148507.36,52000000,350151
1782950511289,149231.88,53000000,355152
1782950516291,149935.86,54000000,360154
1782950521292,150620.97,55000000,365155
1782950526293,151287.57,56000000,370156
1782950531295,151935.98,57000000,375158
1782950536297,152567.34,58000000,380160
1782950541298,153182.70,59000000,385161
1782950546299,153782.28,60000000,390162
1782950551301,154366.29,61000000,395164
1782950556302,154936.09,62000000,400165
1782950561303,155491.82,63000000,405166
1782950566305,156033.63,64000000,410168
1782950571306,156562.75,65000000,415169
1782950576307,157079.28,66000000,420170
1782950581309,157583.28,67000000,425172
1782950586311,158075.57,68000000,430174
1782950591312,158556.90,69000000,435175
1782950596313,159027.30,70000000,440176
1782950601315,159486.77,71000000,445178
1782950606316,159936.38,72000000,450179
1782950611317,160376.11,73000000,455180
1782950616318,160806.29,74000000,460181
1782950621320,161226.87,75000000,465183
1782950626321,161638.85,76000000,470184
1782950631322,162042.15,77000000,475185
1782950636324,162436.72,78000000,480187
1782950641325,162823.48,79000000,485188
1782950646326,163202.36,80000000,490189
1782950651328,163573.25,81000000,495191
1782950656329,163937.05,82000000,500192
1782950661331,164293.32,83000000,505194
1782950666332,164642.93,84000000,510195
1782950671333,164985.75,85000000,515196
1782950676335,165321.67,86000000,520198
1782950681336,165651.50,87000000,525199
1782950686337,165975.10,88000000,530200
1782950691339,166292.35,89000000,535202
1782950696340,166604.04,90000000,540203
1782950701341,166910.00,91000000,545204
1782950706343,167210.10,92000000,550206
1782950711344,167505.09,93000000,555207
1782950716345,167794.82,94000000,560208
1782950721346,168079.42,95000000,565209
1782950726347,168359.03,96000000,570210
1782950731349,168633.48,97000000,575212
1782950736350,168903.49,98000000,580213
1782950741351,169168.89,99000000,585214
1782950746353,169429.50,100000000,590216
1782950751354,169686.01,101000000,595217
1782950756356,169937.97,102000000,600219
1782950756737,169830.45,102000000,600599
