timestamp_ms,hostname,role,cpu_util,rm_rss_kb,nm_rss_kb,dn_rss_kb,nn_rss_kb,kafka_rss_kb,producer_rss_kb,nemo_rss_kb,reef_rss_kb,vmworker_rss_kb,rx_bytes,tx_bytes,disk_read_bytes,disk_write_bytes
1784155373801,node6,offload,0.0011,0,0,0,0,0,0,0,0,0,7174860,1090981,253364736,16837370368
1784155375115,node6,offload,0.0048,0,0,0,0,0,0,0,0,0,7174909,1090983,253364736,16837370368
1784155376429,node6,offload,0.0048,0,0,0,0,0,0,0,0,0,7174949,1090983,253364736,16837370368
1784155377740,node6,offload,0.0049,0,0,0,0,0,0,0,0,0,7174988,1090984,253364736,16838676992
1784155379057,node6,offload,0.0053,0,0,0,0,0,0,0,0,0,7175035,1090984,253364736,16838681088
1784155380361,node6,offload,0.0048,0,0,0,0,0,0,0,0,0,7175105,1090984,253364736,16838681088
1784155381678,node6,offload,0.0052,0,0,0,0,0,0,0,0,0,7175170,1090985,253364736,16838681088
1784155382986,node6,offload,0.0053,0,0,0,0,0,0,0,0,0,7175213,1090985,253364736,16838750720
1784155384302,node6,offload,0.0050,0,0,0,0,0,0,0,0,0,7175248,1090986,253364736,16838763008
1784155385614,node6,offload,0.0049,0,0,0,0,0,0,0,0,0,7175290,1090987,253364736,16838763008
1784155386931,node6,offload,0.0057,0,0,0,0,0,0,0,0,0,7175338,1090988,253364736,16838763008
1784155388241,node6,offload,0.0056,0,0,0,0,0,0,0,0,0,7175374,1090991,253364736,16838763008
1784155389557,node6,offload,0.0054,0,0,0,0,0,0,0,0,0,7175424,1091000,253364736,16838767104
1784155390875,node6,offload,0.0054,0,0,0,0,0,0,0,0,0,7175510,1091001,253364736,16838795776
1784155392189,node6,offload,0.0053,0,0,0,0,0,0,0,0,0,7175577,1091001,253364736,16838795776
1784155393505,node6,offload,0.0052,0,0,0,0,0,0,0,0,0,7175631,1091001,253364736,16838795776
