timestamp_ms,hostname,role,cpu_util,rm_rss_kb,nm_rss_kb,dn_rss_kb,nn_rss_kb,kafka_rss_kb,producer_rss_kb,nemo_rss_kb,reef_rss_kb,vmworker_rss_kb,rx_bytes,tx_bytes,disk_read_bytes,disk_write_bytes
1784155372453,node5,source-am,0.0002,0,233408,0,0,0,0,0,0,0,10211264,5044456,254282240,20913029632
1784155373761,node5,source-am,0.0056,0,233408,0,0,0,0,0,0,0,10211389,5044460,254282240,20913029632
1784155375078,node5,source-am,0.0050,0,233408,0,0,0,0,0,0,0,10211436,5044464,254282240,20913037824
1784155376395,node5,source-am,0.0053,0,233408,0,0,0,0,0,0,0,10211477,5044466,254282240,20913992192
1784155377712,node5,source-am,0.0052,0,233408,0,0,0,0,0,0,0,10211520,5044469,254282240,20913992192
1784155379029,node5,source-am,0.0050,0,233408,0,0,0,0,0,0,0,10211565,5044473,254282240,20913992192
1784155380342,node5,source-am,0.0050,0,233408,0,0,0,0,0,0,0,10211639,5044475,254282240,20914000384
1784155381654,node5,source-am,0.0054,0,233408,0,0,0,0,0,0,0,10211706,5044477,254282240,20914074112
1784155382964,node5,source-am,0.0049,0,233408,0,0,0,0,0,0,0,10211747,5044481,254282240,20914094592
1784155384278,node5,source-am,0.0049,0,233672,0,0,0,0,0,0,0,10211785,5044483,254282240,20914094592
1784155385592,node5,source-am,0.0053,0,233672,0,0,0,0,0,0,0,10211826,5044485,254282240,20914102784
1784155386910,node5,source-am,0.0052,0,233672,0,0,0,0,0,0,0,10211874,5044490,254282240,20914102784
1784155388224,node5,source-am,0.0050,0,233672,0,0,0,0,0,0,0,10211910,5044492,254282240,20914106880
1784155389536,node5,source-am,0.0056,0,233672,0,0,0,0,0,0,0,10211954,5044496,254282240,20914123264
1784155390848,node5,source-am,0.0049,0,233856,0,0,0,0,0,0,0,10212040,5044501,254282240,20914135552
1784155392165,node5,source-am,0.0052,0,233856,0,0,0,0,0,0,0,10212106,5044503,254282240,20914135552
1784155393478,node5,source-am,0.0054,0,233856,0,0,0,0,0,0,0,10212165,5044506,254282240,20914139648
1784155394792,node5,source-am,0.0050,0,233856,0,0,0,0,0,0,0,10212235,5044509,254282240,20914139648
1784155396110,node5,source-am,0.0051,0,233856,0,0,0,0,0,0,0,10212310,5044513,254282240,20914164224
1784155397430,node5,source-am,0.0053,0,233856,0,0,0,0,0,0,0,10212398,5044515,254282240,20914164224
1784155398743,node5,source-am,0.0052,0,233856,0,0,0,0,0,0,0,10212473,5044517,254282240,20914168320
1784155400057,node5,source-am,0.0052,0,233856,0,0,0,0,0,0,0,10212515,5044521,254282240,20914168320
1784155401370,node5,source-am,0.0052,0,233856,0,0,0,0,0,0,0,10212585,5044524,254282240,20914192896
1784155402687,node5,source-am,0.0054,0,233856,0,0,0,0,0,0,0,10212643,5044526,254282240,20914192896
1784155404005,node5,source-am,0.0054,0,233856,0,0,0,0,0,0,0,10212728,5044530,254282240,20914196992
1784155405306,node5,source-am,0.0052,0,233856,0,0,0,0,0,0,0,10212777,5044533,254282240,20914205184
1784155406616,node5,source-am,0.0056,0,233856,0,0,0,0,0,0,0,10212830,5044535,254282240,20914221568
1784155407928,node5,source-am,0.0050,0,233856,0,0,0,0,0,0,0,10212879,5044539,254282240,20914221568
1784155409241,node5,source-am,0.0053,0,233856,0,0,0,0,0,0,0,10212940,5044542,254282240,20914225664
1784155410554,node5,source-am,0.0052,0,233856,0,0,0,0,0,0,0,10212984,5044544,254282240,20914233856
1784155411873,node5,source-am,0.0054,0,233856,0,0,0,0,0,0,0,10213027,5044546,254282240,20914250240
1784155413178,node5,source-am,0.0053,0,233856,0,0,0,0,0,0,0,10213100,5044552,254282240,20914250240
1784155414491,node5,source-am,0.0052,0,233856,0,0,0,0,0,0,0,10213174,5044554,254282240,20914254336
1784155415801,node5,source-am,0.0053,0,233856,0,0,0,0,0,0,0,10213241,5044557,254282240,20914262528
1784155417121,node5,source-am,0.0049,0,233856,0,0,0,0,0,0,0,10213376,5044561,254282240,20914389504
1784155418433,node5,source-am,0.0049,0,233856,0,0,0,0,0,0,0,10213432,5044565,254282240,20914389504
1784155419747,node5,source-am,0.0052,0,233856,0,0,0,0,0,0,0,10213539,5044567,254282240,20914393600
1784155421062,node5,source-am,0.0056,0,233856,0,0,0,0,0,0,0,10213584,5044573,254282240,20914401792
1784155422380,node5,source-am,0.0054,0,233856,0,0,0,0,0,0,0,10213653,5044575,254282240,20914418176
1784155423686,node5,source-am,0.0048,0,233856,0,0,0,0,0,0,0,10213717,5044577,254282240,20914418176
1784155425002,node5,source-am,0.0050,0,233856,0,0,0,0,0,0,0,10213766,5044582,254282240,20914422272
1784155426318,node5,source-am,0.0052,0,233856,0,0,0,0,0,0,0,10213834,5044584,254282240,20914430464
1784155427623,node5,source-am,0.0053,0,233856,0,0,0,0,0,0,0,10213868,5044586,254282240,20914430464
1784155428940,node5,source-am,0.0050,0,233856,0,0,0,0,0,0,0,10213909,5044590,254282240,20914459136
1784155430255,node5,source-am,0.0052,0,233856,0,0,0,0,0,0,0,10213952,5044592,254282240,20914463232
1784155431562,node5,source-am,0.0051,0,233856,0,0,0,0,0,0,0,10213991,5044594,254282240,20914471424
1784155432876,node5,source-am,0.0052,0,233856,0,0,0,0,0,0,0,10214024,5044596,254282240,20914471424
1784155434192,node5,source-am,0.0049,0,233856,0,0,0,0,0,0,0,10214064,5044601,254282240,20914479616
1784155435504,node5,source-am,0.0050,0,233856,0,0,0,0,0,0,0,10214107,5044603,254282240,20914500096
1784155436814,node5,source-am,0.0071,0,233856,0,0,0,0,0,0,0,10214160,5044631,254282240,20914508288
1784155438132,node5,source-am,0.0052,0,234120,0,0,0,0,0,0,0,10214187,5044635,254282240,20914508288
1784155439445,node5,source-am,0.0052,0,234120,0,0,0,0,0,0,0,10214235,5044637,254282240,20914508288
1784155440760,node5,source-am,0.0053,0,234120,0,0,0,0,0,0,0,10214288,5044639,254282240,20914512384
1784155442076,node5,source-am,0.0053,0,234304,0,0,0,0,0,0,0,10214335,5044643,254282240,20915216896
1784155443392,node5,source-am,0.0050,0,234304,0,0,0,0,0,0,0,10214374,5044645,254282240,20915216896
1784155444701,node5,source-am,0.0052,0,234304,0,0,0,0,0,0,0,10214414,5044648,254282240,20915216896
1784155446014,node5,source-am,0.0050,0,234304,0,0,0,0,0,0,0,10214457,5044652,254282240,20915220992
1784155447329,node5,source-am,0.0054,0,234304,0,0,0,0,0,0,0,10214527,5044654,254282240,20915274240
1784155448646,node5,source-am,0.0052,0,234304,0,0,0,0,0,0,0,10214602,5044658,254282240,20915274240
1784155449966,node5,source-am,0.0049,0,234304,0,0,0,0,0,0,0,10214656,5044663,254282240,20915307008
1784155451287,node5,source-am,0.0055,0,234304,0,0,0,0,0,0,0,10214691,5044665,254282240,20915311104
1784155452597,node5,source-am,0.0057,0,234304,0,0,0,0,0,0,0,10214741,5044667,254282240,20915331584
1784155453912,node5,source-am,0.0052,0,234304,0,0,0,0,0,0,0,10214807,5044671,254282240,20915331584
1784155455228,node5,source-am,0.0052,0,234304,0,0,0,0,0,0,0,10214981,5044676,254282240,20915331584
1784155456548,node5,source-am,0.0051,0,234304,0,0,0,0,0,0,0,10215020,5044678,254282240,20915360256
1784155457864,node5,source-am,0.0053,0,234304,0,0,0,0,0,0,0,10215054,5044680,254282240,20915360256
1784155459180,node5,source-am,0.0053,0,234304,0,0,0,0,0,0,0,10215122,5044684,254282240,20915360256
1784155460496,node5,source-am,0.0050,0,234304,0,0,0,0,0,0,0,10215174,5044686,254282240,20915360256
1784155461810,node5,source-am,0.0054,0,234304,0,0,0,0,0,0,0,10215235,5044688,254282240,20915388928
1784155463129,node5,source-am,0.0056,0,234304,0,0,0,0,0,0,0,10215317,5044697,254282240,20915388928
1784155464441,node5,source-am,0.0057,0,234304,0,0,0,0,0,0,0,10215377,5044706,254282240,20915413504
1784155465753,node5,source-am,0.0050,0,234304,0,0,0,0,0,0,0,10215493,5044708,254282240,20915569152
1784155467066,node5,source-am,0.0050,0,234304,0,0,0,0,0,0,0,10215538,5044713,254282240,20915585536
1784155468381,node5,source-am,0.0330,0,270760,0,0,0,0,0,0,0,10215645,5044731,254282240,20915585536
1784155469697,node5,source-am,0.0542,0,294936,0,0,0,0,0,0,0,10244641,5048880,254282240,20915749376
1784155471007,node5,source-am,0.0313,0,295852,0,0,0,0,0,154356,0,10244747,5048885,254282240,20915749376
1784155472316,node5,source-am,0.0956,0,299480,0,0,0,0,0,366668,0,10244806,5048894,254282240,20928455168
1784155473644,node5,source-am,0.0263,0,299480,0,0,0,0,0,367244,0,10244916,5048926,254282240,20928463360
1784155474972,node5,source-am,0.0217,0,299480,0,0,0,0,0,368448,0,10245005,5048930,254282240,21183635968
1784155476285,node5,source-am,0.0142,0,299480,0,0,0,0,0,357944,0,10245056,5048937,254282240,21183635968
1784155477611,node5,source-am,0.0145,0,299480,0,0,0,0,0,358204,0,10245135,5048943,254282240,21183640064
1784155478931,node5,source-am,0.0146,0,299480,0,0,0,0,0,365480,0,10245205,5048953,254282240,21183640064
1784155480255,node5,source-am,0.0156,0,299480,0,0,0,0,0,414828,0,10245256,5048958,254282240,21184131584
1784155481575,node5,source-am,0.1005,0,299480,0,0,0,0,0,563228,0,10245447,5049056,254282240,21184131584
1784155482891,node5,source-am,0.0871,0,299480,0,0,0,0,0,845108,0,10245801,5049440,254282240,21184139776
1784155484218,node5,source-am,0.0300,0,299480,0,0,0,0,0,845880,0,10245921,5049497,254282240,21184139776
1784155485543,node5,source-am,0.0189,0,299480,0,0,0,0,0,840444,0,10246015,5049550,254282240,21184393728
1784155486867,node5,source-am,0.0197,0,299480,0,0,0,0,0,841172,0,10246113,5049598,254282240,21184393728
1784155488177,node5,source-am,0.0150,0,299480,0,0,0,0,0,841588,0,10246235,5049647,254282240,21184397824
1784155489487,node5,source-am,0.0237,0,299480,0,0,0,0,0,843788,0,10246338,5049700,254282240,21184442880
1784155490812,node5,source-am,0.0217,0,299480,0,0,0,0,0,843928,0,10246488,5049743,254282240,21184512512
1784155492126,node5,source-am,0.0141,0,299480,0,0,0,0,0,843968,0,10246595,5049793,254282240,21184512512
1784155493448,node5,source-am,0.0170,0,299480,0,0,0,0,0,844268,0,10246713,5049849,254282240,21184516608
1784155494763,node5,source-am,0.0148,0,299480,0,0,0,0,0,844268,0,10246835,5049894,254282240,21184578048
1784155496087,node5,source-am,0.0152,0,299480,0,0,0,0,0,844556,0,10246957,5049931,254282240,21184578048
1784155497388,node5,source-am,0.0188,0,299480,0,0,0,0,0,844628,0,10247063,5050002,254282240,21184578048
1784155498709,node5,source-am,0.0152,0,299480,0,0,0,0,0,844736,0,10247190,5050041,254282240,21184582144
1784155500027,node5,source-am,0.0163,0,299480,0,0,0,0,0,844736,0,10247277,5050082,254282240,21184655872
1784155501341,node5,source-am,0.0164,0,299480,0,0,0,0,0,845376,0,10247413,5050143,254282240,21184655872
1784155502664,node5,source-am,0.0180,0,299480,0,0,0,0,0,846032,0,10247507,5050189,254282240,21184737792
1784155503990,node5,source-am,0.0144,0,299480,0,0,0,0,0,846856,0,10247652,5050232,254282240,21184741888
1784155505309,node5,source-am,0.0154,0,299480,0,0,0,0,0,847684,0,10247758,5050293,254282240,21184799232
1784155506632,node5,source-am,0.0172,0,299480,0,0,0,0,0,848780,0,10247921,5050329,254282240,21184799232
1784155507948,node5,source-am,0.0157,0,299480,0,0,0,0,0,849952,0,10248063,5050381,254282240,21184819712
1784155509274,node5,source-am,0.0161,0,299540,0,0,0,0,0,851128,0,10248193,5050427,254282240,21184823808
1784155510594,node5,source-am,0.0166,0,299540,0,0,0,0,0,851128,0,10248285,5050485,254282240,21184918016
1784155511917,node5,source-am,0.0170,0,299540,0,0,0,0,0,851828,0,10248388,5050537,254282240,21184918016
1784155513241,node5,source-am,0.0152,0,299540,0,0,0,0,0,852840,0,10248478,5050578,254282240,21184922112
1784155514562,node5,source-am,0.0166,0,299540,0,0,0,0,0,853376,0,10248587,5050635,254282240,21184975360
1784155515850,node5,source-am,0.0161,0,299540,0,0,0,0,0,853696,0,10248687,5050678,254282240,21184975360
1784155517173,node5,source-am,0.0172,0,299540,0,0,0,0,0,854224,0,10248813,5050725,254282240,21184975360
1784155518500,node5,source-am,0.0164,0,299540,0,0,0,0,0,854224,0,10248966,5050786,254282240,21184975360
1784155519820,node5,source-am,0.0161,0,299540,0,0,0,0,0,854296,0,10249095,5050829,254282240,21185040896
1784155521145,node5,source-am,0.0155,0,299540,0,0,0,0,0,854296,0,10249177,5050866,254282240,21185040896
1784155522472,node5,source-am,0.0194,0,299540,0,0,0,0,0,854560,0,10249320,5050935,254282240,21185040896
1784155523793,node5,source-am,0.0188,0,299540,0,0,0,0,0,855088,0,10249416,5050974,254282240,21185040896
1784155525114,node5,source-am,0.0151,0,299540,0,0,0,0,0,855224,0,10249537,5051016,254282240,21185094144
1784155526432,node5,source-am,0.0162,0,299540,0,0,0,0,0,855232,0,10249654,5051076,254282240,21185094144
1784155527745,node5,source-am,0.0161,0,299540,0,0,0,0,0,855536,0,10249761,5051121,254282240,21185094144
1784155529067,node5,source-am,0.0159,0,299540,0,0,0,0,0,856704,0,10249876,5051167,254282240,21185094144
1784155530383,node5,source-am,0.0157,0,299540,0,0,0,0,0,857020,0,10250054,5051229,254282240,21185196544
1784155531703,node5,source-am,0.0170,0,299540,0,0,0,0,0,857312,0,10250154,5051265,254282240,21185196544
1784155533025,node5,source-am,0.0167,0,299540,0,0,0,0,0,857700,0,10250299,5051317,254282240,21185196544
1784155534346,node5,source-am,0.0174,0,299540,0,0,0,0,0,857964,0,10250420,5051375,254282240,21185225216
1784155535672,node5,source-am,0.0162,0,299540,0,0,0,0,0,858224,0,10250529,5051416,254282240,21185356288
1784155536992,node5,source-am,0.0194,0,299540,0,0,0,0,0,858488,0,10250643,5051468,254282240,21185356288
1784155538311,node5,source-am,0.0186,0,299540,0,0,0,0,0,858488,0,10250729,5051522,254282240,21185356288
1784155539633,node5,source-am,0.0165,0,299540,0,0,0,0,0,858632,0,10250827,5051567,254282240,21185520128
1784155540958,node5,source-am,0.0158,0,299540,0,0,0,0,0,858632,0,10250950,5051610,254282240,21185524224
1784155542278,node5,source-am,0.0183,0,299540,0,0,0,0,0,859356,0,10251103,5051656,254282240,21185524224
1784155543601,node5,source-am,0.0199,0,299540,0,0,0,0,0,863132,0,10251219,5051718,254282240,21185524224
1784155544928,node5,source-am,0.0162,0,299540,0,0,0,0,0,865772,0,10251352,5051761,254282240,21185581568
1784155546251,node5,source-am,0.0161,0,299540,0,0,0,0,0,864352,0,10251463,5051798,254282240,21185585664
1784155547569,node5,source-am,0.0152,0,299540,0,0,0,0,0,867284,0,10251610,5051867,254282240,21185585664
1784155548883,node5,source-am,0.0168,0,299540,0,0,0,0,0,869132,0,10251731,5051905,254282240,21185585664
1784155550209,node5,source-am,0.0170,0,299540,0,0,0,0,0,873352,0,10251858,5051947,254282240,21185638912
1784155551523,node5,source-am,0.0152,0,299540,0,0,0,0,0,876780,0,10251968,5052007,254282240,21185643008
1784155552848,node5,source-am,0.0141,0,299540,0,0,0,0,0,878888,0,10252125,5052052,254282240,21185643008
1784155554166,node5,source-am,0.0154,0,299540,0,0,0,0,0,881788,0,10252227,5052097,254282240,21185643008
1784155555493,node5,source-am,0.0181,0,299540,0,0,0,0,0,896636,0,10252333,5052157,254282240,21185704448
1784155556819,node5,source-am,0.0181,0,299540,0,0,0,0,0,890948,0,10252417,5052193,254282240,21185708544
1784155558147,node5,source-am,0.0150,0,299540,0,0,0,0,0,893588,0,10252568,5052246,254282240,21185708544
1784155559469,node5,source-am,0.0168,0,299540,0,0,0,0,0,897548,0,10252757,5052305,254282240,21185782272
1784155560787,node5,source-am,0.0164,0,299540,0,0,0,0,0,900976,0,10252880,5052341,254282240,21185782272
1784155562102,node5,source-am,0.0195,0,299540,0,0,0,0,0,903200,0,10252978,5052395,254282240,21185786368
