timestamp,inputOffset,resultOffset,sourceCount,inputLag,resultLag,kafkaQueueTimeP50,kafkaQueueTimeP95,kafkaQueueTimeP99,latencyMedian,latencyP95,latencyP99,latencyTail,avgCpu,avgInput,avgProcess,queueSize,numExecutors,numLambdaExecutors,registeredVmWorkers,activeVmWorkers,vmWorkerRunningTasks,consumerCommittedOffset,consumerLogEndOffset,consumerLag,kafkaQueueTimeUnweightedMeanMs,kafkaQueueTimeWeightedMeanMs,kafkaQueueTimeTotalSamples,kafkaQueueTimeValidTasks,kafkaQueueTimeValidIntervals,kafkaQueueTimeLatestTimestamp
1786660099785,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0.000179,0.0,-1.0,-1,4,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
1786660115781,1657229,-1,1513633,143596,-1,85.80971623076923,107.24568121428571,107.24568121428571,-1,-1,-1,-1,0.024205,161370.0,163636.0,-1,4,-1,-1,-1,-1,1349997,2004541,654544,66.30366161332418,89.92435384040591,2168,8,105,1786660123449
1786660131810,4275405,-1,4131809,143596,-1,83.9500114375,90.0067049375,90.0067049375,-1,-1,-1,-1,0.024357,163625.0,163636.0,-1,4,-1,-1,-1,-1,4622717,4625486,2769,59.7380261953125,83.64717075076452,2616,8,128,1786660139462
1786660147940,6893581,-1,6749985,143596,-1,85.8496959375,92.496372625,92.496372625,-1,-1,-1,-1,0.020223,163384.0,163636.0,-1,4,-1,-1,-1,-1,7077257,7240893,163636,59.64900546875,84.43582840106953,2618,8,128,1786660155473
1786660163716,9511757,-1,9368161,143596,-1,80.3771081875,88.6596654375,88.6596654375,-1,-1,-1,-1,0.0185,163400.0,163636.0,-1,4,-1,-1,-1,-1,9531797,9859069,327272,58.05604725,82.3023695454893,2616,8,128,1786660171484
1786660179615,12129933,-1,11986337,143596,-1,75.533822125,80.2254970625,80.2254970625,-1,-1,-1,-1,0.018196,163636.0,163636.0,-1,4,-1,-1,-1,-1,11986337,12477245,490908,51.5049549453125,73.69568488277969,2619,8,128,1786660187496
1786660195756,14748109,-1,14604513,143596,-1,51.5713136875,59.6682265625,59.6682265625,-1,-1,-1,-1,0.018518,163636.0,163636.0,-1,4,-1,-1,-1,-1,14440877,15095421,654544,36.970552578125,52.750381817660546,2616,8,128,1786660203507
1786660211648,17360522,-1,17222689,137833,-1,52.711495875,54.9559711875,54.9559711875,-1,-1,-1,-1,0.018036,163636.0,163636.0,-1,4,-1,-1,-1,-1,16895417,17713597,818180,37.2221709453125,51.85436476820435,2623,8,128,1786660219517
1786660227452,19853690,-1,19840865,12825,-1,50.374873,55.3535756875,55.3535756875,-1,-1,-1,-1,0.018929,212728.0,175909.0,-1,4,-1,-1,-1,-1,20168137,20331773,163636,37.6776445078125,51.20692228109547,2629,8,128,1786660235531
1786660243295,24392335,-1,23925635,466700,-1,77.269425,85.2834304,85.2834304,-1,-1,-1,-1,0.029313,716728.0,615028.6,-1,4,-1,-1,-1,-1,24989275,25808470,819195,59.565498483333336,83.30608207674419,5590,8,120,1786660250539
1786660259224,36572932,-1,35586621,986311,-1,146.1837,167.6677551875,167.6677551875,-1,-1,-1,-1,0.031304,850908.0,868090.2,-1,4,-1,-1,-1,-1,36605602,38628885,2023283,112.8570052734375,159.3415142879982,13323,8,128,1786660266631
1786660274984,48289469,-1,48053347,236122,-1,250.44187614285713,256.0253837142857,256.0253837142857,-1,-1,-1,-1,0.030625,348544.0,699197.2,-1,4,-1,-1,-1,-1,46378396,49191100,2812704,184.61021617445056,414.93011724088166,10117,8,110,1786660282560
1786660290695,52368033,-1,52257233,110800,-1,11.9118615625,14.2127341875,14.2127341875,-1,-1,-1,-1,0.025268,163636.0,163636.0,-1,3,-1,-1,-1,-1,52093597,52748141,654544,9.81534728125,12.867476713608063,3373,8,128,1786660298572
1786660306088,54855369,-1,54711773,143596,-1,13.287224066666667,14.8962208,14.8962208,-1,-1,-1,-1,0.019411,163636.0,163636.0,-1,4,-1,-1,-1,-1,54548137,55202681,654544,10.129241416666666,13.67305296208724,2453,8,120,1786660313585
1786660321784,57473545,-1,57345123,128422,-1,13.459999933333334,281.61784976923076,281.61784976923076,-1,-1,-1,-1,0.014571,163636.0,76838.8,-1,4,-1,-1,-1,-1,57002677,57820857,818180,45.660818340424676,134.95875750557983,2061,8,112,1786660330011
1786660337700,60089216,-1,59935877,153339,-1,4220.923646727272,4712.172360909091,4712.172360909091,-1,-1,-1,-1,0.019339,163636.0,291859.6,-1,4,-1,-1,-1,-1,59341697,60439033,1097336,2363.929657490909,4404.697883691661,3214,8,83,1786660345876
1786660353591,61379940,-1,61379940,0,-1,142.2363355,170.18479425,170.18479425,-1,-1,-1,-1,0.020955,0.0,0.0,-1,4,-1,-1,-1,-1,61379940,61379940,0,79.75690823958334,145.7777772993827,648,8,30,1786660350016
1786660369816,61379940,-1,61379940,0,-1,-1,-1,-1,-1,-1,-1,-1,0.026494,0.0,0.0,-1,3,-1,-1,-1,-1,61379940,61379940,0,-1,-1,-1,-1,-1,-1
1786660385688,61379940,-1,61379940,0,-1,-1,-1,-1,-1,-1,-1,-1,0.026494,0.0,0.0,-1,3,-1,-1,-1,-1,61379940,61379940,0,-1,-1,-1,-1,-1,-1
1786660401711,61379940,-1,61379940,0,-1,-1,-1,-1,-1,-1,-1,-1,0.026494,0.0,0.0,-1,3,-1,-1,-1,-1,61379940,61379940,0,-1,-1,-1,-1,-1,-1
