timestamp,outputRate,totalSent,elapsedMs
1782593299838,49593.33,250000,5041
1782593304842,49776.01,500000,10045
1782593309844,49843.82,750000,15047
1782593314854,49857.90,1000000,20057
1782593319857,49880.29,1250000,25060
1782593324859,49896.88,1500000,30062
1782593329861,49908.74,1750000,35064
1782593334863,49917.64,2000000,40066
1782593339865,49924.56,2250000,45068
1782593344867,49930.10,2500000,50070
1782593349868,49935.54,2750000,55071
1782593354871,49938.41,3000000,60074
1782593359872,49942.37,3250000,65075
1782593364874,49945.06,3500000,70077
1782593369875,49948.05,3750000,75078
1782593374877,49950.05,4000000,80080
1782593379879,49951.81,4250000,85082
1782593384881,49953.38,4500000,90084
1782593389882,49955.30,4750000,95085
1782593394884,49956.54,5000000,100087
1782593399885,49958.13,5250000,105088
1782593404886,49959.58,5500000,110089
1782593409888,49960.47,5750000,115091
1782593414889,49961.70,6000000,120092
1782593419891,55957.92,7000000,125094
1782593424893,61493.05,8000000,130096
1782593429894,66618.80,9000000,135097
1782593434895,71378.61,10000000,140098
1782593439897,75809.79,11000000,145100
1782593444898,79946.17,12000000,150101
1782593449900,83815.27,13000000,155103
1782593454902,87442.62,14000000,160105
1782593459903,90850.73,15000000,165106
1782593464905,89648.93,15250000,170108
1782593469906,88516.30,15500000,175109
1782593474908,87446.07,15750000,180111
1782593479909,86434.16,16000000,185112
1782593484910,85475.48,16250000,190113
1782593489912,84565.51,16500000,195115
1782593494913,83701.45,16750000,200116
1782593499915,82879.12,17000000,205118
1782593504916,82096.34,17250000,210119
1782593509917,81349.94,17500000,215120
1782593514919,80637.10,17750000,220122
1782593519920,79956.29,18000000,225123
1782593524922,82563.82,19000000,230125
1782593529923,85060.78,20000000,235126
1782593534924,87453.72,21000000,240127
1782593539926,89748.66,22000000,245129
1782593544927,91952.18,23000000,250130
1782593549928,93481.39,23850000,255131
1782593550326,93336.15,23850000,255528
