timestamp,outputRate,totalSent,elapsedMs
1781923213579,49583.50,250000,5042
1781923218583,49771.05,500000,10046
1781923223585,49840.51,750000,15048
1781923228588,49872.82,1000000,20051
1781923233591,49892.23,1250000,25054
1781923238593,49906.84,1500000,30056
1781923243596,49915.86,1750000,35059
1781923248598,49923.87,2000000,40061
1781923253600,49930.10,2250000,45063
1781923258601,49936.08,2500000,50064
1781923263604,49939.17,2750000,55067
1781923268606,49942.57,3000000,60069
1781923273608,49945.44,3250000,65071
1781923278610,49947.91,3500000,70073
1781923283612,49950.05,3750000,75075
1781923288614,49951.92,4000000,80077
1781923293616,49953.57,4250000,85079
1781923298618,49955.04,4500000,90081
1781923303619,49956.88,4750000,95082
1781923308621,49958.04,5000000,100084
1781923313622,49959.56,5250000,105085
1781923318624,49960.49,5500000,110087
1781923323625,49961.77,5750000,115088
1781923328627,49962.53,6000000,120090
1781923333629,55958.81,7000000,125092
1781923338631,61494.00,8000000,130094
1781923343632,66619.79,9000000,135095
1781923348634,71379.12,10000000,140097
1781923353636,75810.31,11000000,145099
1781923358638,79946.17,12000000,150101
1781923363640,83815.27,13000000,155103
1781923368641,87443.16,14000000,160104
1781923373643,90850.73,15000000,165106
1781923378644,89649.46,15250000,170107
1781923383646,88516.30,15500000,175109
1781923388647,87446.56,15750000,180110
1781923393649,86434.16,16000000,185112
1781923398650,85475.48,16250000,190113
1781923403651,84565.95,16500000,195114
1781923408653,83701.45,16750000,200116
1781923413655,82879.12,17000000,205118
1781923418656,82096.34,17250000,210119
1781923423658,81349.57,17500000,215121
1781923428659,80637.10,17750000,220122
1781923433661,79955.94,18000000,225124
1781923438662,82563.82,19000000,230125
1781923443664,85060.41,20000000,235127
1781923448665,87453.36,21000000,240128
1781923453667,89748.30,22000000,245130
1781923458668,91951.82,23000000,250131
1781923463670,93480.26,23849900,255133
1781923464049,93341.60,23849900,255512
