timestamp,outputRate,totalSent,elapsedMs
1781909436895,49554.01,250000,5045
1781909441899,49756.19,500000,10049
1781909446902,49827.27,750000,15052
1781909451905,49862.88,1000000,20055
1781909456907,49886.26,1250000,25057
1781909461910,49900.20,1500000,30060
1781909466912,49911.59,1750000,35062
1781909471915,49918.88,2000000,40065
1781909476917,49925.67,2250000,45067
1781909481920,49930.10,2500000,50070
1781909486922,49934.63,2750000,55072
1781909491924,49938.41,3000000,60074
1781909496926,49941.61,3250000,65076
1781909501928,49944.35,3500000,70078
1781909506930,49946.72,3750000,75080
1781909511933,49948.18,4000000,80083
1781909516934,49950.64,4250000,85084
1781909521936,49952.27,4500000,90086
1781909526937,49954.25,4750000,95087
1781909531939,49955.54,5000000,100089
1781909536941,49956.70,5250000,105091
1781909541942,49958.22,5500000,110092
1781909546944,49959.16,5750000,115094
1781909551946,49960.03,6000000,120096
1781909556948,55956.13,7000000,125098
1781909561950,61491.16,8000000,130100
1781909566951,66616.83,9000000,135101
1781909571953,71376.06,10000000,140103
1781909576955,75807.17,11000000,145105
1781909581957,79942.97,12000000,150107
1781909586958,83812.57,13000000,155108
1781909591960,87439.89,14000000,160110
1781909596963,90846.87,15000000,165113
1781909601964,89645.77,15250000,170114
1781909606966,88512.76,15500000,175116
1781909611967,87443.16,15750000,180117
1781909616969,86430.89,16000000,185119
1781909621970,85472.33,16250000,190120
1781909626972,84562.48,16500000,195122
1781909631973,83698.53,16750000,200123
1781909636975,82876.29,17000000,205125
1781909641976,82093.60,17250000,210126
1781909646978,81346.92,17500000,215128
1781909651979,80634.54,17750000,220129
1781909656981,79953.45,18000000,225131
1781909661982,82561.31,19000000,230132
1781909666984,85057.88,20000000,235134
1781909671986,87450.44,21000000,240136
1781909676987,89745.73,22000000,245137
1781909681989,91948.88,23000000,250139
1781909686990,94066.00,24000000,255140
1781909691992,96101.36,25000000,260142
1781909696994,98059.92,26000000,265144
1781909701995,99946.33,27000000,270145
1781909706996,99038.33,27250000,275146
1781909711998,98162.40,27500000,280148
1781909716999,97317.54,27750000,285149
1781909722001,96501.48,28000000,290151
1781909727003,95713.07,28250000,295153
1781909732004,94951.26,28500000,300154
1781909737006,94214.11,28750000,305156
1781909742007,93501.03,29000000,310157
1781909747008,92810.59,29250000,315158
1781909752010,92141.43,29500000,320160
1781909757011,91493.14,29750000,325161
1781909762013,90864.21,30000000,330163
1781909767014,92492.03,31000000,335164
1781909772016,94071.72,32000000,340166
1781909777017,95605.90,33000000,345167
1781909782019,97095.97,34000000,350169
1781909787020,98544.36,35000000,355170
1781909792021,99952.52,36000000,360171
1781909797023,101321.84,37000000,365173
1781909802024,102654.43,38000000,370174
1781909807025,103951.49,39000000,375175
1781909807348,103862.35,39000000,375497
