timestamp,inputOffset,resultOffset,sourceCount,inputLag,resultLag,kafkaQueueTimeP50,kafkaQueueTimeP95,kafkaQueueTimeP99,latencyMedian,latencyP95,latencyP99,latencyTail,avgCpu,avgInput,avgProcess,queueSize,numExecutors,numLambdaExecutors
1782511096455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1782511103529,-1,-1,119528,-1,-1,181.115384,228.653846,228.653846,7.0,7.0,7.0,2064.0,-1,-1,-1,-1,-1,-1
1782511110346,-1,-1,256500,-1,-1,75.52,201.592592,228.653846,6.0,6.0,6.0,2104.0,-1,-1,-1,-1,-1,-1
1782511117182,-1,-1,394500,-1,-1,71.25,201.592592,228.653846,6.0,6.0,6.0,2112.0,-1,-1,-1,-1,-1,-1
1782511123990,-1,-1,530930,-1,-1,54.375,201.592592,228.653846,5.0,5.0,5.0,2145.0,-1,-1,-1,-1,-1,-1
1782511130812,-1,-1,647829,-1,-1,51.666666,201.592592,228.653846,5.0,5.0,5.0,2003.0,-1,-1,-1,-1,-1,-1
1782511137647,-1,-1,784500,-1,-1,51.666666,201.5,228.653846,7.0,7.0,7.0,2009.0,-1,-1,-1,-1,-1,-1
1782511144482,-1,-1,923538,-1,-1,48.36,201.5,228.653846,6.0,6.0,6.0,2220.0,0.1092,20000.0,19907.6,4462.0,12,160
1782511151326,-1,-1,1060000,-1,-1,48.36,201.5,228.653846,7.0,7.0,7.0,2030.0,0.1067,20000.0,19700.0,4000.0,12,160
1782511158171,-1,-1,1196000,-1,-1,46.84,201.5,228.653846,6.0,6.0,6.0,2096.0,0.091,20000.0,19354.4,5500.0,12,160
1782511165019,-1,-1,1334436,-1,-1,46.0,181.115384,201.592592,6.0,6.0,6.0,2048.0,0.1013,19500.0,19687.2,5064.0,12,160
1782511171835,-1,-1,1451989,-1,-1,44.76,181.115384,201.592592,6.0,6.0,6.0,1992.0,0.0927,20000.0,19711.0,4000.0,12,160
1782511178654,-1,-1,1589500,-1,-1,39.44,181.115384,201.592592,5.0,5.0,5.0,2140.0,0.1037,20000.0,19584.4,6000.0,12,160
1782511185479,-1,-1,1727158,-1,-1,38.16,77.875,201.592592,6.0,6.0,6.0,2097.0,0.0997,20000.0,19831.6,4842.0,12,160
1782511192314,-1,-1,1864500,-1,-1,36.583333,77.875,201.592592,6.0,6.0,6.0,2034.0,0.0978,19000.0,19456.6,6000.0,12,160
1782511199158,-1,-1,2003500,-1,-1,35.12,77.875,201.592592,6.0,6.0,6.0,2027.0,0.0927,20000.0,19900.0,4500.0,12,160
1782511205988,-1,-1,2120500,-1,-1,31.208333,77.875,201.592592,6.0,6.0,6.0,2035.0,0.1007,18500.0,19387.6,5500.0,12,160
1782511212812,-1,-1,2259335,-1,-1,29.12,75.52,201.592592,6.0,6.0,6.0,1997.0,0.0912,19500.0,19900.0,4000.0,12,160
1782511219647,-1,-1,2397380,-1,-1,26.72,75.52,201.592592,6.0,6.0,6.0,2011.0,0.0958,20000.0,19596.2,6120.0,12,160
1782511226459,-1,-1,2500000,-1,-1,26.72,75.52,201.592592,1013.0,1013.0,1013.0,2048.0,0.0717,0.0,12800.0,0.0,12,160
