timestamp,outputRate,totalSent,elapsedMs
1782535192248,49583.50,250000,5042
1782535197252,49771.05,500000,10046
1782535202255,49837.20,750000,15049
1782535207258,49870.34,1000000,20052
1782535212260,49892.23,1250000,25054
1782535217262,49906.84,1500000,30056
1782535222264,49917.28,1750000,35058
1782535227266,49925.11,2000000,40060
1782535232268,49931.21,2250000,45062
1782535237269,49937.08,2500000,50063
1782535242271,49940.98,2750000,55065
1782535247272,49945.06,3000000,60066
1782535252274,49947.75,3250000,65068
1782535257276,49950.05,3500000,70070
1782535262278,49952.05,3750000,75072
1782535267279,49954.42,4000000,80073
1782535272281,49955.92,4250000,85075
1782535277282,49957.81,4500000,90076
1782535282283,49959.51,4750000,95077
1782535287285,49960.53,5000000,100079
1782535292286,49961.93,5250000,105080
1782535297287,49963.21,5500000,110081
1782535302289,49963.94,5750000,115083
1782535307290,49965.02,6000000,120084
1782535312292,55961.50,7000000,125086
1782535317294,61496.83,8000000,130088
1782535322295,66622.75,9000000,135089
1782535327296,71382.68,10000000,140090
1782535332298,75813.97,11000000,145092
1782535337299,79950.43,12000000,150093
1782535342301,83819.59,13000000,155095
1782535347303,87446.99,14000000,160097
1782535352304,90855.13,15000000,165098
1782535357306,89653.15,15250000,170100
1782535362307,88520.34,15500000,175101
1782535367309,87449.96,15750000,180103
1782535372310,86437.89,16000000,185104
1782535377311,85479.08,16250000,190105
1782535382313,84568.98,16500000,195107
1782535387315,83704.38,16750000,200109
1782535392316,82882.36,17000000,205110
1782535397318,82099.07,17250000,210112
1782535402319,81352.59,17500000,215113
1782535407320,80640.03,17750000,220114
1782535412322,79958.78,18000000,225116
1782535417323,82566.69,19000000,230117
1782535422324,85063.67,20000000,235118
1782535427326,87456.27,21000000,240120
1782535432327,89751.59,22000000,245121
1782535437329,91954.76,23000000,250123
1782535442330,93483.95,23850000,255124
1782535442709,93345.65,23850000,255502
